time;flow
0;0,569
0,01;0,5293
0,02;0,4847
0,03;0,4363
0,04;0,3855
0,05;0,3333
0,06;0,2812
0,07;0,2303
0,08;0,182
0,09;0,1374
0,1;0,0976
0,11;0,0637
0,12;0,0363
0,13;0,0163
0,14;0,0041
0,15;0
0,16;0,0041
0,17;0,0163
0,18;0,0363
0,19;0,0637
0,2;0,0976
0,21;0,1374
0,22;0,182
0,23;0,2303
0,24;0,2812
0,25;0,3333
0,26;0,3855
0,27;0,4363
0,28;0,4847
0,29;0,5293
0,3;0,569
0,31;0,603
0,32;0,6303
0,33;0,6504
0,34;0,6626
0,35;0,6667
0,36;0,6626
0,37;0,6504
0,38;0,6303
0,39;0,603
0,4;0,569
0,41;0,5293
0,42;0,4847
0,43;0,4363
0,44;0,3855
0,45;0,3333
0,46;0,2812
0,47;0,2303
0,48;0,182
0,49;0,1374
0,5;0,0976
0,51;0,0637
0,52;0,0363
0,53;0,0163
0,54;0,0041
0,55;0
0,56;0,0041
0,57;0,0163
0,58;0,0363
0,59;0,0637
0,6;0,0976
0,61;0,1374
0,62;0,182
0,63;0,2303
0,64;0,2812
0,65;0,3333
0,66;0,3855
0,67;0,4363
0,68;0,4847
0,69;0,5293
0,7;0,569
0,71;0,603
0,72;0,6303
0,73;0,6504
0,74;0,6626
0,75;0,6667
0,76;0,6626
0,77;0,6504
0,78;0,6303
0,79;0,603
0,8;0,569
0,81;0,5293
0,82;0,4847
0,83;0,4363
0,84;0,3855
0,85;0,3333
0,86;0,2812
0,87;0,2303
0,88;0,182
0,89;0,1374
0,9;0,0976
0,91;0,0637
0,92;0,0363
0,93;0,0163
0,94;0,0041
0,95;0
0,96;0,0041
0,97;0,0163
0,98;0,0363
0,99;0,0637
1;0,0976
1,01;0,1374
1,02;0,182
1,03;0,2303
1,04;0,2812
1,05;0,3333
1,06;0,3855
1,07;0,4363
1,08;0,4847
1,09;0,5293
1,1;0,569
1,11;0,603
1,12;0,6303
1,13;0,6504
1,14;0,6626
1,15;0,6667
1,16;0,6626
1,17;0,6504
1,18;0,6303
1,19;0,603
1,2;0,569
1,21;0,5293
1,22;0,4847
1,23;0,4363
1,24;0,3855
1,25;0,3333
1,26;0,2812
1,27;0,2303
1,28;0,182
1,29;0,1374
1,3;0,0976
1,31;0,0637
1,32;0,0363
1,33;0,0163
1,34;0,0041
1,35;0
1,36;0,0041
1,37;0,0163
1,38;0,0363
1,39;0,0637
1,4;0,0976
1,41;0,1374
1,42;0,182
1,43;0,2303
1,44;0,2812
1,45;0,3333
1,46;0,3855
1,47;0,4363
1,48;0,4847
1,49;0,5293
1,5;0,569
1,51;0,603
1,52;0,6303
1,53;0,6504
1,54;0,6626
1,55;0,6667
1,56;0,6626
1,57;0,6504
1,58;0,6303
1,59;0,603
1,6;0,569
1,61;0,5293
1,62;0,4847
1,63;0,4363
1,64;0,3855
1,65;0,3333
1,66;0,2812
1,67;0,2303
1,68;0,182
1,69;0,1374
1,7;0,0976
1,71;0,0637
1,72;0,0363
1,73;0,0163
1,74;0,0041
1,75;0
1,76;0,0041
1,77;0,0163
1,78;0,0363
1,79;0,0637
1,8;0,0976
1,81;0,1374
1,82;0,182
1,83;0,2303
1,84;0,2812
1,85;0,3333
1,86;0,3855
1,87;0,4363
1,88;0,4847
1,89;0,5293
1,9;0,569
1,91;0,603
1,92;0,6303
1,93;0,6504
1,94;0,6626
1,95;0,6667
1,96;0,6626
1,97;0,6504
1,98;0,6303
1,99;0,603
2;0,569
2,01;0,5293
2,02;0,4847
2,03;0,4363
2,04;0,3855
2,05;0,3333
2,06;0,2812
2,07;0,2303
2,08;0,182
2,09;0,1374
2,1;0,0976
2,11;0,0637
2,12;0,0363
2,13;0,0163
2,14;0,0041
2,15;0
2,16;0,0041
2,17;0,0163
2,18;0,0363
2,19;0,0637
2,2;0,0976
2,21;0,1374
2,22;0,182
2,23;0,2303
2,24;0,2812
2,25;0,3333
2,26;0,3855
2,27;0,4363
2,28;0,4847
2,29;0,5293
2,3;0,569
2,31;0,603
2,32;0,6303
2,33;0,6504
2,34;0,6626
2,35;0,6667
2,36;0,6626
2,37;0,6504
2,38;0,6303
2,39;0,603
2,4;0,569
2,41;0,5293
2,42;0,4847
2,43;0,4363
2,44;0,3855
2,45;0,3333
2,46;0,2812
2,47;0,2303
2,48;0,182
2,49;0,1374
2,5;0,0976
2,51;0,0637
2,52;0,0363
2,53;0,0163
2,54;0,0041
2,55;0
2,56;0,0041
2,57;0,0163
2,58;0,0363
2,59;0,0637
2,6;0,0976
2,61;0,1374
2,62;0,182
2,63;0,2303
2,64;0,2812
2,65;0,3333
2,66;0,3855
2,67;0,4363
2,68;0,4847
2,69;0,5293
2,7;0,569
2,71;0,603
2,72;0,6303
2,73;0,6504
2,74;0,6626
2,75;0,6667
2,76;0,6626
2,77;0,6504
2,78;0,6303
2,79;0,603
2,8;0,569
2,81;0,5293
2,82;0,4847
2,83;0,4363
2,84;0,3855
2,85;0,3333
2,86;0,2812
2,87;0,2303
2,88;0,182
2,89;0,1374
2,9;0,0976
2,91;0,0637
2,92;0,0363
2,93;0,0163
2,94;0,0041
2,95;0
2,96;0,0041
2,97;0,0163
2,98;0,0363
2,99;0,0637
3;0,0976
3,01;0,1374
3,02;0,182
3,03;0,2303
3,04;0,2812
3,05;0,3333
3,06;0,3855
3,07;0,4363
3,08;0,4847
3,09;0,5293
3,1;0,569
3,11;0,603
3,12;0,6303
3,13;0,6504
3,14;0,6626
3,15;0,6667
3,16;0,6626
3,17;0,6504
3,18;0,6303
3,19;0,603
3,2;0,569
3,21;0,5293
3,22;0,4847
3,23;0,4363
3,24;0,3855
3,25;0,3333
3,26;0,2812
3,27;0,2303
3,28;0,182
3,29;0,1374
3,3;0,0976
3,31;0,0637
3,32;0,0363
3,33;0,0163
3,34;0,0041
3,35;0
3,36;0,0041
3,37;0,0163
3,38;0,0363
3,39;0,0637
3,4;0,0976
3,41;0,1374
3,42;0,182
3,43;0,2303
3,44;0,2812
3,45;0,3333
3,46;0,3855
3,47;0,4363
3,48;0,4847
3,49;0,5293
3,5;0,569
3,51;0,603
3,52;0,6303
3,53;0,6504
3,54;0,6626
3,55;0,6667
3,56;0,6626
3,57;0,6504
3,58;0,6303
3,59;0,603
3,6;0,569
3,61;0,5293
3,62;0,4847
3,63;0,4363
3,64;0,3855
3,65;0,3333
3,66;0,2812
3,67;0,2303
3,68;0,182
3,69;0,1374
3,7;0,0976
3,71;0,0637
3,72;0,0363
3,73;0,0163
3,74;0,0041
3,75;0
3,76;0,0041
3,77;0,0163
3,78;0,0363
3,79;0,0637
3,8;0,0976
3,81;0,1374
3,82;0,182
3,83;0,2303
3,84;0,2812
3,85;0,3333
3,86;0,3855
3,87;0,4363
3,88;0,4847
3,89;0,5293
3,9;0,569
3,91;0,603
3,92;0,6303
3,93;0,6504
3,94;0,6626
3,95;0,6667
3,96;0,6626
3,97;0,6504
3,98;0,6303
3,99;0,603
4;0,569
4,01;0,5293
4,02;0,4847
4,03;0,4363
4,04;0,3855
4,05;0,3333
4,06;0,2812
4,07;0,2303
4,08;0,182
4,09;0,1374
4,1;0,0976
4,11;0,0637
4,12;0,0363
4,13;0,0163
4,14;0,0041
4,15;0
4,16;0,0041
4,17;0,0163
4,18;0,0363
4,19;0,0637
4,2;0,0976
4,21;0,1374
4,22;0,182
4,23;0,2303
4,24;0,2812
4,25;0,3333
4,26;0,3855
4,27;0,4363
4,28;0,4847
4,29;0,5293
4,3;0,569
4,31;0,603
4,32;0,6303
4,33;0,6504
4,34;0,6626
4,35;0,6667
4,36;0,6626
4,37;0,6504
4,38;0,6303
4,39;0,603
4,4;0,569
4,41;0,5293
4,42;0,4847
4,43;0,4363
4,44;0,3855
4,45;0,3333
4,46;0,2812
4,47;0,2303
4,48;0,182
4,49;0,1374
4,5;0,0976
4,51;0,0637
4,52;0,0363
4,53;0,0163
4,54;0,0041
4,55;0
4,56;0,0041
4,57;0,0163
4,58;0,0363
4,59;0,0637
